,Region,Residence.Type,Family.Composition,Population.Base,Sex,Age,Marital.Status,Student,Country.of.Birth,Health,Ethnic.Group,Religion,Economic.Activity,Occupation,Industry,Hours.worked.per.week,Approximated.Social.Grade
32196,2,1,1,0,1,3,4,1,0,1,2,0,0,9,3,0,3
32197,9,1,1,0,1,4,1,1,0,1,0,1,4,9,9,1,3
32198,1,1,1,0,0,3,0,1,0,0,0,0,2,4,9,4,1
32199,5,1,1,0,0,6,0,1,0,0,0,0,0,8,5,3,1
32200,6,1,4,0,0,4,1,1,0,3,0,0,0,1,9,2,3
32201,5,1,0,0,0,3,1,1,0,0,0,1,0,5,1,2,1
32202,7,1,1,0,1,0,1,1,1,2,0,1,4,3,10,4,1
32203,1,1,1,0,0,2,4,0,0,2,0,1,9,0,10,4,3
32204,2,1,1,0,0,2,1,1,0,0,0,1,6,3,12,1,0
32205,7,1,1,0,0,3,1,1,1,1,5,1,0,1,2,2,1
32206,6,1,4,0,1,3,0,1,0,1,0,0,4,9,6,2,0
32207,1,1,1,0,0,2,0,1,0,0,2,4,0,6,12,4,0
32208,5,1,1,0,1,0,0,1,0,1,0,0,9,4,9,4,1
32209,4,1,4,0,1,0,1,0,0,0,0,3,4,0,11,4,2
32210,5,1,1,0,0,0,1,1,0,1,0,0,9,7,3,1,1
32211,2,1,1,0,1,0,0,1,0,0,0,1,5,5,11,1,4
32212,0,0,1,0,1,4,1,1,0,1,0,0,5,2,2,1,0
32213,3,1,0,0,0,3,0,1,0,3,0,0,9,9,9,4,0
32214,2,1,4,0,0,4,0,1,0,4,0,8,2,9,5,4,3
32215,6,1,1,0,0,7,1,1,0,1,0,1,7,9,5,4,2
32216,5,1,1,0,1,3,0,0,0,0,0,0,9,7,1,4,3
32217,1,1,1,0,0,4,1,0,0,0,1,1,0,9,4,1,2
32218,8,1,1,0,0,5,0,1,0,0,0,1,0,9,9,4,3
32219,5,1,1,0,0,2,4,1,0,0,0,0,4,1,12,4,0
32220,0,1,0,0,1,3,3,0,0,1,0,1,0,9,7,4,2
32221,1,1,0,0,0,3,0,0,0,2,0,1,0,9,10,4,3
32222,6,1,0,0,1,6,1,1,0,0,0,5,0,6,11,4,3
32223,2,1,2,0,1,4,4,1,1,2,0,1,4,5,9,2,4
32224,1,1,1,0,0,3,1,1,0,1,0,1,9,5,10,4,1
32225,3,1,0,0,1,2,0,1,0,1,0,1,0,2,1,4,1
32226,4,1,1,0,1,0,1,1,0,1,3,0,0,1,7,4,1
32227,6,1,4,0,1,0,1,1,0,1,0,1,6,9,7,4,4
32228,4,1,1,0,1,3,4,1,1,0,0,0,0,9,6,2,0
32229,1,1,1,0,1,5,0,1,0,0,0,1,3,6,3,3,4
32230,3,1,1,0,0,6,1,1,0,2,0,1,0,7,11,4,1
32231,2,1,0,0,0,6,0,1,0,0,0,1,4,9,2,2,4
32232,1,1,4,0,0,4,3,1,0,0,0,1,6,5,1,2,3
32233,1,1,0,0,1,4,0,1,0,1,0,8,4,4,9,2,1
32234,5,1,1,0,1,2,1,1,0,0,0,1,9,9,11,4,1
32235,7,1,0,0,1,7,0,0,0,0,0,1,0,3,5,2,1
32236,7,1,1,0,0,1,1,0,0,1,0,8,6,1,10,4,2
32237,6,1,3,0,1,3,1,0,0,1,0,0,0,9,3,4,4
32238,6,1,0,0,0,7,1,1,1,0,0,0,4,7,6,2,0
32239,2,1,2,0,0,5,4,1,0,2,0,1,9,1,7,4,0
32240,8,1,2,0,0,1,1,1,1,0,0,1,0,9,1,2,2
32241,3,1,2,0,0,1,0,1,0,0,0,8,9,3,9,2,2
32242,5,1,2,0,1,4,0,1,0,0,0,1,0,9,9,4,4
32243,5,1,0,0,0,0,2,1,0,0,2,0,0,4,9,3,3
32244,6,1,1,0,1,5,3,1,1,0,0,0,7,9,3,4,3
32245,7,1,4,0,1,0,1,1,0,0,0,0,9,8,3,4,4
32246,8,1,2,0,0,7,1,0,0,0,4,8,1,6,9,4,1
32247,4,1,0,0,1,2,0,1,0,1,0,0,0,0,3,4,4
32248,1,1,6,0,1,5,1,1,0,0,0,1,6,1,3,4,0
32249,7,1,1,0,1,0,0,1,0,1,0,1,4,7,11,4,3
32250,5,1,1,0,1,4,0,1,0,1,0,1,1,2,2,2,1
32251,1,1,1,0,0,6,0,0,0,3,0,1,3,8,3,1,2
32252,1,1,1,0,1,3,0,1,0,0,0,1,4,8,7,2,4
32253,2,1,4,0,1,1,1,1,0,0,0,1,9,0,11,4,1
32254,8,1,4,0,0,1,3,1,0,1,0,1,3,1,9,4,3
32255,6,1,1,0,1,3,0,0,0,0,0,1,4,9,12,2,3
32256,1,1,1,0,1,4,0,0,0,2,0,1,0,4,11,4,3
32257,2,1,1,0,1,0,3,1,0,1,0,1,5,0,7,4,1
32258,8,1,1,0,0,2,1,1,1,0,0,1,4,8,11,2,3
32259,5,1,1,0,1,3,0,1,0,0,0,1,4,2,3,1,3
32260,9,1,2,0,0,5,1,1,0,2,0,1,3,4,9,4,1
32261,2,1,0,0,1,4,1,1,0,0,0,3,9,2,6,1,3
32262,6,1,1,0,0,2,1,1,0,0,0,1,0,1,9,2,4
32263,6,1,1,0,0,2,0,1,0,1,0,1,0,9,4,2,4
32264,6,1,1,0,1,0,0,1,0,1,0,8,4,4,7,0,1
32265,2,1,1,0,1,2,1,1,0,0,0,1,9,9,9,2,3
32266,2,1,1,0,1,1,0,0,1,1,0,0,4,4,9,2,1
32267,8,1,1,0,1,4,4,1,0,0,0,1,0,2,9,4,1
32268,8,1,1,0,0,0,0,1,0,0,0,0,0,9,11,4,1
32269,7,0,1,0,1,3,1,1,0,2,2,3,9,3,12,3,2
32270,7,1,4,0,0,3,0,1,0,0,2,0,0,9,12,2,3
32271,5,1,1,0,1,6,0,1,1,1,2,0,3,2,6,4,1
32272,4,1,0,0,0,0,0,1,0,0,0,1,9,2,8,2,1
32273,8,1,2,0,1,1,1,1,0,0,0,1,0,0,10,0,4
32274,2,1,1,0,0,0,1,0,0,1,0,1,0,5,10,2,1
32275,3,1,1,0,1,2,1,1,1,1,0,1,0,8,1,2,3
32276,8,0,1,0,0,3,1,1,0,0,0,1,0,1,9,4,0
32277,1,1,6,0,0,2,4,0,0,1,0,1,4,7,5,2,4
32278,7,1,1,0,0,0,1,1,2,0,0,0,9,9,8,1,1
32279,7,1,3,0,1,4,1,1,0,0,0,1,0,1,9,0,1
32280,2,1,1,0,1,5,0,1,0,4,0,0,5,3,8,2,0
32281,7,1,1,0,1,0,0,1,0,1,0,1,9,0,1,2,4
32282,3,1,2,0,1,2,0,1,0,0,0,8,1,0,9,2,3
32283,2,1,0,0,1,1,0,1,0,1,3,0,0,9,1,4,4
32284,1,1,0,0,1,0,1,1,0,2,0,0,6,7,9,4,2
32285,5,1,4,0,1,6,1,1,0,0,0,9,6,4,4,2,1
32286,6,1,1,0,0,2,1,0,0,1,0,1,4,8,9,2,2
32287,8,1,1,0,1,4,3,0,0,0,0,3,4,9,11,0,0
32288,1,1,1,0,1,3,0,1,1,1,0,0,3,1,12,1,2
32289,1,1,1,0,1,0,0,1,1,1,1,1,0,0,3,4,4
32290,3,1,4,0,0,4,0,1,2,0,0,1,0,8,1,4,3
32291,7,1,1,0,0,0,0,1,0,0,0,0,0,4,9,4,3
32292,7,1,1,0,0,0,0,1,0,2,2,1,0,9,4,1,2
32293,9,1,1,0,1,7,3,1,0,0,0,0,9,3,9,4,1
32294,2,1,2,0,0,3,1,1,0,0,0,8,9,0,6,4,2
32295,9,1,3,0,0,6,3,1,0,0,0,1,4,2,9,4,1
32296,2,1,1,0,0,6,1,1,0,1,1,1,9,2,4,3,1
32297,1,1,0,0,1,0,1,1,0,1,0,1,4,1,11,4,3
32298,5,1,4,0,0,0,1,1,0,5,0,1,4,1,5,4,1
32299,5,1,4,0,1,3,3,1,1,0,0,6,0,3,9,4,1
32300,7,1,1,0,1,2,4,0,0,2,2,1,0,7,2,2,3
32301,4,1,6,0,1,4,0,1,0,0,0,8,4,2,4,2,4
32302,7,1,6,0,0,4,1,0,0,0,0,1,4,9,1,4,4
32303,9,1,1,0,1,4,0,1,0,0,0,1,1,0,7,4,3
32304,6,1,0,0,1,5,0,1,0,0,0,0,9,9,11,2,0
32305,1,1,1,0,0,3,0,0,0,0,0,8,9,1,9,1,2
32306,4,1,1,0,1,1,1,1,0,2,0,1,0,5,7,2,0
32307,7,1,2,0,0,4,0,0,0,1,0,1,0,1,12,3,4
32308,1,1,1,0,0,5,1,1,0,0,0,5,6,3,7,2,3
32309,6,1,1,0,1,2,0,0,1,0,0,1,4,1,8,2,3
32310,3,1,1,0,0,7,0,1,0,0,0,0,6,2,9,2,2
32311,6,1,2,0,1,2,0,1,0,0,0,1,4,9,3,4,2
32312,4,1,3,0,1,0,1,1,0,2,2,0,0,4,1,4,2
32313,2,1,0,0,1,6,1,1,1,2,1,1,0,0,7,1,0
32314,7,1,1,0,1,0,0,1,1,0,0,1,0,8,1,4,2
32315,2,1,1,0,0,6,1,0,0,0,3,1,1,5,8,2,4
32316,9,1,1,0,0,0,0,0,0,1,0,1,1,2,1,2,0
32317,8,1,6,0,0,4,0,1,0,0,0,1,9,0,7,1,1
32318,7,1,1,0,0,5,0,0,0,1,0,0,5,6,5,1,3
32319,1,1,6,0,0,3,0,1,0,2,0,1,5,1,5,0,1
32320,8,1,4,0,1,7,0,0,0,0,0,0,4,9,9,2,0
32321,1,0,2,0,1,6,0,1,0,2,0,1,0,8,3,2,4
32322,2,1,3,0,0,4,1,1,0,0,0,1,4,9,11,2,2
32323,4,1,1,0,1,4,0,1,0,2,0,1,1,4,9,2,3
32324,5,1,1,0,0,3,0,1,0,2,0,1,1,9,2,4,3
32325,6,1,1,0,1,5,1,1,0,1,0,1,5,8,3,4,4
32326,6,1,1,0,0,6,1,1,0,1,0,0,9,1,7,4,2
32327,5,1,1,0,1,7,1,1,0,0,0,1,0,4,5,2,1
32328,1,1,4,0,1,4,3,1,0,0,0,1,0,1,3,4,2
32329,1,1,0,0,0,4,0,0,0,0,0,1,4,4,11,4,0
32330,1,1,1,0,1,0,0,1,0,0,0,0,4,4,9,4,1
32331,2,1,1,0,1,0,1,1,0,0,0,1,0,5,4,1,3
32332,8,1,1,0,0,2,3,1,0,0,0,1,9,8,5,4,2
32333,1,1,1,0,0,0,0,1,0,1,2,0,1,1,9,4,1
32334,5,1,0,0,1,0,0,0,0,1,0,5,9,9,1,3,1
32335,6,1,2,0,1,5,4,1,0,1,3,1,4,6,9,3,3
32336,8,1,1,0,1,1,4,1,0,1,0,1,0,7,7,0,1
32337,1,1,1,0,1,6,3,1,0,1,0,1,0,3,11,2,0
32338,6,0,1,0,1,4,0,0,1,0,0,1,4,1,11,4,1
32339,6,1,1,0,1,4,0,0,0,0,5,1,5,1,11,0,4
32340,4,1,0,0,1,2,2,1,0,0,2,1,3,9,7,4,1
32341,7,1,1,0,1,5,0,1,0,0,0,1,1,9,10,2,3
32342,1,1,0,0,1,7,0,1,0,1,0,0,0,0,7,3,4
32343,1,1,0,0,0,4,1,0,0,0,0,1,4,9,9,2,4
32344,7,1,0,0,0,0,3,1,0,4,0,0,4,8,7,4,4
32345,3,1,0,0,1,3,0,1,0,0,0,1,4,4,3,4,4
32346,3,1,0,0,1,4,0,1,2,2,0,1,1,4,7,3,3
32347,0,1,4,0,1,4,0,1,0,0,0,0,9,4,1,2,4
32348,2,1,1,0,0,3,1,0,0,0,2,8,0,4,0,4,4
32349,7,1,5,0,0,4,0,1,1,2,0,0,1,9,9,2,3
32350,8,1,2,0,1,4,1,1,0,0,0,8,4,8,3,3,0
32351,7,1,2,0,0,0,1,1,0,4,3,1,0,6,9,4,2
32352,4,1,0,0,0,6,1,1,0,2,0,1,9,5,7,3,1
32353,4,1,1,0,0,3,0,1,0,0,0,0,0,4,7,4,3
32354,5,1,2,0,0,2,0,1,0,1,2,1,9,5,6,4,0
32355,7,1,1,0,1,7,1,1,0,0,0,1,0,4,9,2,3
32356,3,1,2,0,0,0,4,0,0,0,0,1,0,6,11,4,2
32357,1,1,0,0,1,6,1,1,0,1,0,1,0,9,3,2,4
32358,1,1,4,0,1,0,0,1,0,1,0,1,0,5,2,2,3
32359,6,1,0,0,0,3,0,1,0,0,0,1,0,3,1,0,3
32360,0,1,4,0,0,5,3,1,0,1,0,1,4,9,5,4,0
32361,4,1,1,0,0,0,0,1,0,0,0,0,0,3,6,4,1
32362,9,1,5,0,1,0,1,1,0,1,0,1,9,8,6,3,3
32363,6,1,0,0,0,7,3,1,0,1,0,8,4,5,6,2,4
32364,5,1,1,0,1,5,0,1,0,1,0,1,0,7,7,2,1
32365,6,1,1,0,0,7,4,1,0,1,0,8,2,9,9,2,3
32366,6,1,1,0,0,0,1,1,0,1,0,1,4,0,5,2,4
32367,6,1,4,0,0,3,0,1,1,0,0,0,2,9,7,4,1
32368,7,1,1,0,0,2,3,1,0,1,0,0,0,2,9,2,4
32369,6,1,1,0,1,3,0,0,0,1,2,5,5,1,11,1,1
32370,1,1,1,0,0,3,0,1,0,3,0,1,1,0,8,4,0
32371,4,1,0,0,0,2,3,1,0,4,0,0,0,9,1,4,3
32372,3,1,0,0,1,7,3,1,0,0,0,0,9,9,9,2,0
32373,4,1,0,0,0,0,1,1,0,1,0,1,0,9,3,2,4
32374,5,1,1,0,1,2,3,1,0,0,0,1,9,6,1,4,1
32375,2,1,1,0,0,0,2,1,0,0,0,1,0,7,2,4,0
32376,7,0,0,0,0,7,0,1,0,0,0,1,6,1,11,4,4
32377,0,1,1,0,1,4,0,1,0,0,0,1,0,4,10,0,0
32378,1,1,1,0,0,4,0,0,0,0,0,5,0,9,8,2,2
32379,2,1,0,0,0,4,1,1,0,0,0,1,4,9,1,3,1
32380,2,1,0,0,1,6,3,0,0,0,0,1,9,6,9,4,3
32381,6,1,1,0,0,7,1,1,0,0,0,5,0,1,11,2,4
32382,2,1,4,0,0,0,0,1,0,3,0,1,0,0,3,2,1
32383,7,1,1,0,0,0,0,0,0,1,3,1,0,8,5,4,2
32384,5,1,1,0,0,1,4,1,1,0,0,1,9,5,9,3,1
32385,2,1,2,0,1,1,0,1,0,0,3,0,9,3,8,4,4
32386,1,1,1,0,1,1,0,1,0,1,0,1,0,3,4,2,0
32387,4,1,1,0,0,2,0,1,0,1,0,1,3,1,3,4,3
32388,7,1,1,0,1,0,0,1,0,0,0,1,0,8,9,4,3
32389,3,1,0,0,1,3,0,1,1,1,0,0,0,4,8,2,2
32390,1,1,2,0,0,4,0,1,0,0,0,1,9,9,11,2,3
32391,6,1,1,0,0,3,1,1,0,0,0,3,9,4,6,4,2
32392,4,1,1,0,1,0,0,1,0,0,4,1,0,3,10,4,0
32393,8,1,0,0,1,0,0,1,0,1,0,1,3,3,9,4,3
32394,5,1,0,0,1,2,1,1,0,1,0,1,1,7,3,4,0
32395,1,1,2,0,0,0,1,1,0,1,2,0,0,1,9,4,3
32396,1,1,1,0,0,4,0,1,0,0,2,1,4,2,2,4,0
32397,2,1,0,0,1,7,2,1,0,0,0,3,0,2,1,1,4
32398,7,1,1,0,1,7,3,1,1,1,0,0,9,7,9,2,4
32399,7,1,4,0,1,4,1,0,0,2,0,0,0,9,7,4,3
32400,9,1,2,0,0,4,0,1,0,3,0,8,1,3,9,2,3
32401,0,1,1,0,0,7,0,1,0,2,0,1,7,8,9,1,4
32402,2,1,4,0,1,0,0,1,0,0,0,1,8,3,5,0,2
32403,1,0,0,0,1,0,1,1,0,0,0,1,9,8,11,0,2
32404,1,1,2,0,0,2,1,1,0,1,0,1,9,3,1,4,4
32405,7,1,1,0,0,3,3,1,0,1,0,8,0,7,10,2,2
32406,5,1,5,0,0,7,0,1,0,0,0,0,9,1,11,2,4
32407,6,1,5,0,1,5,0,0,0,0,3,0,0,9,3,4,1
32408,9,1,1,0,0,2,0,1,0,0,0,1,0,9,7,4,0
32409,7,1,2,0,1,6,1,1,0,1,2,1,0,0,11,2,0
32410,9,1,0,0,0,1,1,0,2,3,0,0,8,9,7,4,0
32411,8,1,2,0,1,1,0,1,0,1,2,1,6,9,9,1,3
32412,3,1,2,0,1,4,1,1,0,3,0,1,0,9,1,2,3
32413,6,1,2,0,0,0,0,1,0,1,0,0,9,3,8,4,3
32414,8,1,1,0,0,3,1,1,1,0,0,0,0,5,9,4,1
32415,1,1,1,0,0,4,0,1,0,2,0,1,5,9,10,4,3
32416,7,1,1,0,1,6,1,0,1,1,0,0,9,1,2,4,2
32417,8,1,4,0,1,1,0,0,1,1,0,2,4,1,3,4,1
32418,7,1,4,0,0,0,1,1,0,0,0,1,9,5,9,2,1
32419,4,1,2,0,1,1,1,1,0,0,0,0,4,8,2,4,0
32420,5,1,5,0,1,2,1,1,0,2,0,1,2,0,2,4,4
32421,8,1,1,0,0,5,3,1,0,1,0,1,0,3,10,2,4
32422,8,1,1,0,1,1,0,1,0,0,0,5,4,3,5,2,4
32423,9,1,2,0,0,5,1,0,1,0,0,1,9,9,9,4,1
32424,9,1,1,0,1,1,0,1,1,0,3,0,9,9,9,3,0
32425,1,1,0,0,1,5,0,1,0,2,0,8,9,1,7,4,3
32426,5,1,1,0,1,7,0,0,0,1,0,1,5,7,2,4,4
32427,7,1,0,0,1,0,0,1,1,0,0,1,9,4,12,4,1
32428,5,1,1,0,0,5,4,1,0,1,0,1,7,1,3,4,3
32429,9,1,4,0,1,4,0,1,0,0,0,0,1,3,10,4,4
32430,8,1,1,0,0,4,0,1,1,0,0,7,4,3,3,4,0
32431,6,1,1,0,0,1,1,1,0,1,2,8,9,9,3,2,0
32432,5,1,4,0,0,7,0,1,0,0,0,1,0,9,7,1,2
32433,1,1,1,1,1,5,0,1,0,0,0,1,8,7,3,4,2
32434,4,1,4,0,1,3,1,1,0,3,0,3,0,4,5,4,0
32435,1,1,2,0,0,3,0,1,0,0,0,5,4,4,9,4,4
32436,1,1,4,0,1,3,0,1,0,0,0,0,2,0,9,1,1
32437,4,1,3,0,0,2,1,1,0,2,0,1,0,9,11,4,1
32438,5,1,4,0,0,3,0,0,0,1,0,1,8,1,5,1,0
32439,8,1,2,0,0,5,1,1,2,0,0,1,4,4,3,4,0
32440,7,1,1,0,1,3,1,1,0,0,0,1,9,9,1,1,0
32441,6,1,1,0,1,4,4,0,0,1,2,1,9,0,11,4,3
32442,2,1,1,0,1,0,0,0,0,2,0,1,9,8,7,4,4
32443,2,1,1,0,1,4,1,1,0,0,0,5,4,2,9,4,0
32444,5,1,2,0,0,0,1,1,0,0,0,1,4,4,9,4,0
32445,0,1,2,0,1,4,4,0,1,0,0,1,9,2,4,2,3
32446,3,1,1,0,1,2,0,1,1,1,0,1,4,8,10,2,1
32447,7,1,2,0,1,5,1,1,0,0,0,1,0,6,7,4,0
32448,2,1,2,0,0,4,0,1,0,0,0,1,0,1,9,2,0
32449,7,1,1,0,1,4,0,0,0,5,2,1,4,4,10,4,1
32450,5,1,2,0,0,5,3,1,0,1,0,5,6,9,9,4,2
32451,1,1,4,0,0,2,0,1,0,0,0,1,5,8,5,4,1
32452,5,1,2,0,0,3,1,1,1,0,0,3,3,9,3,2,2
32453,0,1,2,0,1,3,1,1,1,3,0,1,9,9,9,4,3
32454,8,1,1,0,1,1,1,0,1,2,0,1,2,9,3,2,0
32455,7,1,1,0,1,5,0,1,0,0,0,1,0,5,1,2,2
32456,1,1,1,0,0,5,0,0,0,1,0,0,4,7,9,3,1
32457,5,1,0,0,0,5,1,1,0,0,3,1,0,2,9,2,3
32458,2,1,1,0,0,2,1,1,1,2,0,1,9,0,9,4,4
32459,9,1,2,0,1,3,1,1,0,0,4,1,7,4,5,0,1
32460,8,1,1,0,0,5,1,1,0,1,0,1,0,1,4,4,0
32461,4,1,2,0,0,6,3,1,0,0,0,1,1,8,1,1,4
32462,2,1,1,0,1,0,0,0,0,1,0,1,4,8,3,2,3
32463,5,1,4,0,0,7,4,1,0,1,0,8,4,4,9,2,3
32464,3,1,1,0,1,1,1,1,0,0,0,1,9,5,4,2,3
32465,9,1,4,0,0,3,0,1,0,1,2,1,0,8,5,1,1
32466,2,1,2,0,0,1,0,1,0,0,3,8,0,9,6,4,0
32467,0,1,1,0,1,5,1,1,0,0,0,1,0,1,9,4,0
32468,6,1,6,0,1,1,0,1,0,0,5,1,6,9,9,4,1
32469,3,1,1,0,0,5,0,1,0,2,0,1,8,8,9,4,4
32470,1,1,0,0,0,2,0,1,0,0,0,0,2,9,5,4,4
32471,6,1,4,0,1,2,1,1,0,0,2,1,4,5,9,1,3
32472,5,1,1,0,0,3,3,1,0,0,0,1,4,5,3,4,1
32473,6,1,1,0,1,3,1,1,0,2,0,1,1,9,9,4,0
32474,0,1,1,0,0,2,1,0,0,3,0,0,4,3,6,3,1
32475,0,1,3,0,0,5,0,1,0,0,0,1,0,9,3,4,1
32476,7,1,0,0,1,4,0,1,0,1,0,1,0,9,10,4,2
32477,2,1,1,0,1,4,0,0,0,0,0,8,4,9,9,4,1
32478,5,1,1,0,1,5,1,1,0,0,0,1,9,9,1,0,1
32479,3,1,2,0,1,6,1,1,0,0,2,5,6,9,9,1,1
32480,7,1,0,0,1,4,1,1,1,0,0,1,0,0,3,2,4
32481,0,1,1,0,1,7,0,0,0,1,0,3,0,0,9,1,0
32482,3,1,3,0,0,0,0,0,0,1,0,9,0,9,7,4,1
32483,7,1,1,0,0,0,0,1,1,0,0,1,0,9,9,4,1
32484,8,1,1,1,1,1,0,1,0,1,0,1,9,9,4,2,2
32485,0,1,1,0,1,7,1,1,1,0,0,8,0,9,3,4,4
32486,0,1,1,0,1,2,0,1,0,0,0,0,0,9,9,2,1
32487,3,1,4,0,0,0,1,1,0,2,0,1,9,3,11,4,0
32488,8,1,4,0,1,7,0,1,0,0,0,8,0,9,3,1,1
32489,3,1,1,0,1,2,0,1,0,0,0,1,4,9,9,4,1
32490,7,1,1,0,0,4,0,1,0,0,0,1,0,1,7,4,1
32491,8,1,1,0,1,1,0,1,1,0,0,1,9,9,8,2,0
32492,6,1,1,0,0,0,0,0,0,1,0,0,0,9,9,4,4
32493,9,1,1,0,0,4,0,1,0,3,0,1,4,8,10,3,1
32494,4,1,1,0,1,1,0,1,0,1,0,1,1,9,4,4,1
32495,2,1,1,0,1,5,3,0,0,0,0,1,5,9,3,3,3
32496,8,0,0,0,0,0,1,1,0,2,0,5,0,9,3,2,1
32497,8,1,1,0,0,4,1,1,0,0,2,1,0,9,7,2,4
32498,1,1,0,0,1,5,0,1,0,1,0,1,2,7,9,2,4
32499,2,1,1,0,0,4,1,1,0,2,0,1,1,8,11,2,4
32500,3,1,1,0,1,5,1,1,0,2,0,1,9,0,1,0,1
32501,1,1,0,0,0,0,1,1,0,0,0,8,9,2,7,4,3
32502,7,1,0,0,0,2,1,1,0,1,0,1,9,8,10,2,2
32503,7,1,4,0,1,3,0,1,0,0,3,0,4,4,7,4,1
32504,3,1,1,0,1,0,1,0,0,1,0,0,0,9,5,4,1
32505,1,1,0,0,0,0,1,1,0,2,0,5,0,3,2,4,1
32506,9,1,0,0,1,3,0,0,0,2,1,1,9,6,7,3,1
32507,1,1,0,0,1,3,1,1,0,0,0,1,0,1,11,0,3
32508,9,1,1,0,1,1,0,1,1,1,0,0,1,9,5,3,2
32509,9,1,0,0,0,3,1,1,0,4,2,0,0,1,11,3,4
32510,7,1,2,0,1,1,0,1,0,2,0,1,9,8,3,1,4
32511,3,1,1,0,0,0,2,0,1,0,0,1,4,7,10,4,1
32512,8,1,0,0,1,4,1,0,0,0,0,1,5,0,7,2,1
32513,8,1,1,0,1,0,2,1,0,0,0,0,8,9,2,3,4
32514,1,1,1,0,1,0,0,1,0,0,1,0,9,7,7,2,0
32515,7,1,0,0,0,3,0,1,0,0,0,5,0,9,11,2,0
32516,0,1,1,0,0,1,1,1,1,0,0,1,4,5,3,4,3
32517,8,1,1,0,0,3,0,1,0,0,2,0,9,8,2,4,2
32518,5,1,0,0,0,1,0,1,0,0,0,5,9,7,6,1,2
32519,6,1,4,0,0,2,1,1,0,0,2,1,6,6,3,2,1
32520,6,1,4,0,0,3,0,0,0,0,0,0,4,1,3,2,4
32521,6,1,1,0,0,0,1,1,0,0,2,1,1,3,1,4,2
32522,8,1,1,0,0,5,0,1,0,1,0,1,0,3,7,4,2
32523,2,1,2,0,1,6,0,1,0,1,0,5,2,6,9,2,0
32524,8,1,1,2,0,7,1,0,0,0,0,1,6,8,3,0,1
32525,4,1,2,0,0,4,0,1,0,1,0,0,0,6,7,4,2
32526,8,1,4,0,0,2,0,1,0,1,0,8,0,3,9,4,3
32527,1,1,1,0,0,1,1,1,0,1,0,6,9,9,11,4,4
32528,7,1,2,0,1,0,1,0,0,1,0,1,6,1,3,1,0
32529,6,1,1,0,0,4,1,0,1,1,0,1,4,1,9,1,3
32530,2,1,1,0,1,1,0,1,0,0,3,0,7,2,9,2,0
32531,8,1,4,0,1,2,1,1,1,1,2,0,0,9,3,4,0
32532,1,1,1,0,0,5,1,1,0,0,0,0,9,3,1,0,1
32533,7,1,2,0,0,0,1,1,0,2,0,8,4,9,1,0,1
32534,7,1,6,0,1,6,1,1,0,0,0,1,9,8,9,2,2
32535,7,1,0,0,0,7,0,1,0,0,0,1,0,8,8,2,1
32536,8,1,1,0,1,3,0,1,0,2,0,1,0,4,6,2,2
32537,2,1,1,0,0,0,1,1,0,0,0,0,9,1,1,3,4
32538,6,1,4,0,1,4,3,1,0,2,0,1,0,7,10,1,3
32539,4,1,0,0,1,3,1,1,0,1,2,1,9,2,2,1,4
32540,9,1,4,0,1,5,1,1,0,0,0,0,0,4,9,0,4
32541,1,1,1,0,0,2,4,1,0,2,0,1,0,6,9,2,1
32542,8,1,1,0,1,6,0,1,0,0,0,8,0,1,9,4,4
32543,0,1,5,0,0,3,4,1,1,0,0,1,1,9,8,1,0
32544,5,1,2,0,0,6,1,0,0,0,0,8,9,9,9,4,0
32545,5,1,1,0,1,1,0,1,0,1,0,1,5,1,0,1,1
32546,3,1,1,0,0,4,1,1,0,3,1,1,9,6,11,3,4
32547,4,1,0,0,1,0,0,1,0,1,0,1,9,0,9,4,3
32548,2,1,0,0,1,4,0,1,1,0,0,1,7,9,9,4,1
32549,5,1,4,0,0,2,1,1,0,0,3,1,0,4,5,4,4
32550,3,1,0,0,1,7,1,0,0,1,0,1,4,0,9,4,0
32551,6,1,1,0,1,0,4,1,1,1,3,1,0,4,9,3,3
32552,9,1,1,0,1,2,1,0,1,5,2,1,9,5,9,1,3
32553,0,1,4,0,1,0,1,1,0,0,4,1,8,4,4,0,4
32554,5,1,1,0,1,5,0,1,0,1,0,1,0,9,3,4,1
32555,0,1,0,0,1,3,3,1,0,0,0,1,0,6,4,4,4
32556,7,1,3,0,1,0,1,1,0,0,5,1,0,0,5,4,0
32557,7,1,1,0,0,4,3,1,0,0,0,1,9,1,3,4,1
32558,5,1,1,0,0,2,1,1,1,0,0,6,0,1,2,3,4
32559,5,1,1,0,1,5,1,1,0,0,0,0,0,8,9,4,2
32560,5,1,1,0,0,4,0,1,0,0,0,1,0,6,3,2,1
32561,0,1,1,0,1,1,3,0,0,0,0,1,9,3,1,4,3
32562,6,1,0,0,0,0,1,1,0,2,0,0,0,8,6,0,4
32563,7,1,2,0,0,1,1,1,1,1,0,1,0,9,11,4,1
32564,1,1,2,0,1,4,1,0,1,0,0,0,0,8,10,1,1
32565,1,1,4,0,1,1,0,0,1,0,0,0,0,9,1,4,4
32566,7,1,1,0,1,5,0,1,1,1,0,1,9,3,2,4,4
32567,2,1,1,0,1,5,4,1,0,0,0,0,2,1,4,4,4
32568,8,1,1,0,1,0,1,1,0,1,0,1,9,9,3,4,4
32569,3,1,1,0,0,3,1,1,1,1,0,0,0,1,9,4,0
32570,6,1,2,0,1,2,0,1,1,2,3,0,9,9,12,4,0
