,TransAmtDisc,DayOfWeek,Hour,Product,CardType,CardCategory,EmailDomain,Region,DaysSinceLastTrans,isFraud
26458,3,4,9,4,2,0,9,4,3,0
26459,0,2,22,4,2,1,4,5,0,0
26460,0,0,8,4,3,1,7,0,0,0
26461,0,2,2,4,3,1,3,5,3,0
26462,4,3,7,3,3,0,1,0,0,0
26463,0,3,8,4,3,0,9,2,2,0
26464,4,5,12,3,2,0,3,0,1,0
26465,0,0,3,4,2,1,0,0,3,0
26466,1,4,3,4,3,1,0,5,3,0
26467,4,3,22,4,3,1,3,0,3,0
26468,0,2,19,0,2,0,9,2,0,0
26469,0,3,18,4,3,0,4,0,0,0
26470,1,4,22,4,2,1,5,0,2,0
26471,1,4,6,4,3,1,3,0,0,0
26472,1,2,3,4,3,1,3,1,0,0
26473,2,1,21,0,2,1,3,0,3,0
26474,4,2,23,4,3,1,9,0,0,0
26475,3,3,23,4,3,0,7,0,0,0
26476,3,2,3,4,2,1,9,0,3,0
26477,2,2,19,4,3,1,9,4,0,0
26478,1,6,13,4,3,1,3,0,0,0
26479,1,3,8,2,3,1,1,0,3,0
26480,1,4,5,4,3,0,9,0,3,0
26481,1,5,6,0,2,1,4,1,2,1
26482,1,4,7,4,3,1,4,1,3,0
26483,1,6,2,4,3,1,3,0,0,0
26484,0,5,8,1,3,1,4,0,3,0
26485,1,4,7,4,3,1,3,0,0,0
26486,4,6,4,4,3,1,9,1,3,0
26487,1,0,20,4,2,0,3,0,3,0
26488,4,3,18,1,3,1,9,0,0,0
26489,2,6,2,4,3,1,3,5,3,0
26490,1,2,19,3,3,0,9,4,3,0
26491,4,5,21,1,3,1,9,5,2,0
26492,3,3,1,4,2,1,7,0,2,0
26493,3,1,5,4,2,0,3,5,0,0
26494,4,5,6,4,3,1,0,0,2,0
26495,2,4,1,4,2,1,4,0,3,0
26496,2,3,12,4,3,1,3,0,0,0
26497,0,6,8,4,3,1,3,5,3,0
26498,3,1,1,4,2,0,9,0,0,0
26499,2,3,22,4,3,1,3,4,3,0
26500,2,0,3,4,3,0,3,0,0,0
26501,3,0,15,4,3,0,1,5,3,0
26502,1,6,5,4,3,1,3,4,0,0
26503,3,1,6,4,3,0,3,5,0,0
26504,4,6,6,4,3,1,3,0,0,0
26505,1,5,23,4,3,1,0,3,3,0
26506,4,3,5,0,2,0,0,5,3,1
26507,2,5,6,4,3,1,0,0,0,0
26508,1,1,6,4,2,1,7,5,3,0
26509,4,3,22,4,3,1,3,0,3,0
26510,4,0,6,4,3,1,3,0,3,0
26511,0,4,1,4,3,1,3,0,0,0
26512,4,0,4,4,3,1,3,2,0,0
26513,1,3,5,1,3,1,3,0,3,0
26514,2,2,4,0,3,1,4,0,3,0
26515,4,6,5,4,2,1,9,1,3,0
26516,1,0,23,4,3,1,9,0,3,0
26517,4,2,3,0,2,0,3,0,3,1
26518,3,4,23,4,3,1,9,5,2,0
26519,4,4,8,4,3,1,9,0,3,0
26520,2,4,4,2,3,1,3,0,0,0
26521,0,1,12,4,3,1,7,5,1,0
26522,1,4,23,4,2,1,3,4,0,0
26523,0,2,23,4,2,1,3,0,1,0
26524,4,1,6,4,2,1,0,0,0,0
26525,1,1,1,0,2,1,9,0,2,0
26526,1,4,4,4,3,1,3,1,0,0
26527,1,1,8,4,3,1,7,1,3,0
26528,0,3,23,4,2,1,4,2,2,0
26529,4,1,9,4,3,1,3,0,0,0
26530,0,5,22,2,2,1,7,0,2,0
26531,0,1,6,4,2,1,3,3,0,0
26532,0,2,4,4,3,1,1,0,0,0
26533,4,1,6,0,3,0,4,0,3,0
26534,4,5,21,4,3,1,3,0,3,0
26535,4,1,22,4,1,0,3,5,3,0
26536,0,2,16,4,3,1,9,0,0,0
26537,1,2,13,4,3,1,3,0,0,0
26538,1,0,3,4,3,1,8,3,3,0
26539,1,3,5,4,3,1,7,3,0,0
26540,3,0,20,4,3,1,2,0,0,0
26541,2,0,19,1,3,1,3,1,0,0
26542,1,0,3,0,2,1,7,0,3,0
26543,1,0,22,4,3,1,9,3,0,0
26544,4,3,19,4,3,1,3,4,3,0
26545,2,0,10,0,2,1,4,4,3,1
26546,4,2,23,4,3,0,0,0,3,0
26547,3,2,20,4,3,1,3,0,3,0
26548,0,2,6,4,2,1,3,0,0,0
26549,4,4,3,0,2,1,3,4,0,0
26550,0,6,1,4,3,1,0,0,0,0
26551,1,4,9,0,3,1,9,0,3,0
26552,4,3,20,4,2,1,2,0,0,0
26553,1,3,7,3,2,0,5,0,0,0
26554,2,1,12,4,3,1,4,0,0,0
26555,1,2,23,4,3,1,0,0,3,0
26556,3,2,9,4,3,1,3,0,0,0
26557,4,1,5,4,3,1,9,0,0,0
26558,1,6,9,2,2,1,3,2,0,0
26559,1,4,21,4,2,0,4,0,3,0
26560,4,6,22,4,3,1,9,0,0,0
26561,1,0,2,4,3,1,4,0,0,0
26562,1,6,22,4,3,0,4,0,3,0
26563,1,4,4,4,2,1,3,0,3,0
26564,3,0,23,4,3,1,7,0,0,0
26565,1,3,1,4,3,1,3,3,3,0
26566,4,1,20,4,3,0,7,0,0,0
26567,3,0,22,4,3,1,3,0,0,0
26568,3,4,4,4,2,0,7,4,0,1
26569,0,0,5,4,3,1,3,5,3,0
26570,0,4,9,4,2,0,3,3,3,0
26571,0,1,2,4,3,0,3,0,0,0
26572,3,4,22,4,3,1,9,0,3,0
26573,1,4,3,4,2,1,1,0,0,0
26574,0,5,4,4,3,1,4,3,3,0
26575,3,2,23,4,2,1,3,0,0,0
26576,4,2,3,4,3,1,3,0,0,0
26577,1,4,22,4,3,0,7,0,0,0
26578,2,1,21,4,2,1,3,0,3,0
26579,0,4,9,4,3,1,9,0,3,0
26580,4,5,3,4,3,1,3,1,0,0
26581,3,0,9,4,3,1,3,0,0,0
26582,0,6,20,3,3,1,9,0,2,0
26583,1,5,12,4,3,1,3,0,1,0
26584,0,2,18,4,3,0,3,0,0,0
26585,2,5,4,4,2,1,3,0,3,0
26586,2,4,23,4,3,1,3,0,3,0
26587,3,1,23,1,2,1,3,0,3,1
26588,0,4,22,4,3,1,3,1,3,0
26589,4,1,8,3,3,1,5,0,3,0
26590,4,5,6,4,3,1,3,0,3,0
26591,2,0,21,0,3,0,4,2,3,1
26592,0,4,7,4,2,1,3,0,2,0
26593,1,2,1,4,3,1,3,3,3,0
26594,1,5,1,4,2,1,3,3,3,0
26595,3,4,21,0,3,1,3,2,3,0
26596,1,3,3,4,2,1,3,0,0,0
26597,1,2,9,4,2,0,6,5,0,0
26598,2,5,21,4,3,1,3,0,2,0
26599,0,5,7,4,3,0,4,0,0,0
26600,2,4,1,4,3,1,3,0,3,0
26601,3,1,2,4,3,1,3,0,0,0
26602,4,2,23,4,2,1,9,0,0,0
26603,4,1,15,1,2,1,3,1,3,0
26604,3,5,4,4,3,1,9,0,3,0
26605,4,3,9,4,3,0,3,0,3,0
26606,3,4,2,4,2,1,3,0,0,0
26607,3,5,16,4,2,1,3,0,0,0
26608,3,1,1,4,3,0,0,3,2,0
26609,4,3,7,4,3,1,3,3,0,0
26610,2,1,18,4,3,1,0,0,3,0
26611,0,2,9,2,3,1,0,0,0,0
26612,0,5,3,4,3,1,3,1,3,0
26613,4,4,6,4,2,1,3,1,0,0
26614,1,1,13,4,2,0,9,0,2,0
26615,2,3,2,1,3,1,3,0,0,0
26616,1,0,20,4,2,1,3,4,3,0
26617,3,3,10,4,3,0,1,3,3,0
26618,4,4,5,4,2,0,3,1,0,0
26619,3,4,4,4,3,1,3,2,3,0
26620,2,2,1,4,3,1,3,0,0,0
26621,0,4,15,4,2,0,4,3,3,0
26622,0,3,2,4,3,0,9,2,0,0
26623,3,4,4,0,2,0,7,0,0,0
26624,1,1,22,4,2,0,3,4,0,0
26625,1,1,9,4,3,1,9,0,0,0
26626,0,3,8,0,3,1,3,2,0,0
26627,2,0,1,4,2,1,0,0,3,0
26628,1,5,3,4,2,0,3,3,0,0
26629,1,2,3,4,3,0,3,0,0,0
26630,3,0,4,4,3,1,4,4,3,0
26631,0,4,20,4,3,1,9,0,3,0
26632,0,0,1,4,3,1,1,0,3,0
26633,0,4,5,4,3,1,3,5,0,0
26634,0,3,7,4,3,0,3,0,3,0
26635,4,4,5,4,2,1,3,0,0,0
26636,4,3,22,4,3,1,3,4,0,0
26637,3,2,3,4,3,1,9,0,3,0
26638,0,2,3,4,2,1,0,0,3,0
26639,3,3,23,4,2,1,7,1,0,0
26640,0,4,6,4,3,0,1,0,3,0
26641,0,1,13,4,2,1,3,0,2,0
26642,2,3,4,4,3,1,9,2,0,0
26643,2,3,7,4,3,1,7,0,0,0
26644,2,1,8,4,3,1,3,5,3,0
26645,2,1,2,4,2,1,3,0,0,0
26646,0,1,3,4,3,1,3,0,3,0
26647,1,2,5,4,2,1,3,1,0,0
26648,3,0,12,4,3,1,8,0,3,0
26649,2,2,22,4,2,1,3,5,2,0
26650,3,2,1,4,3,1,0,4,0,0
26651,0,5,9,4,0,1,4,2,3,0
26652,4,3,21,4,3,1,0,0,0,0
26653,4,2,4,4,3,0,1,0,3,0
26654,3,2,10,4,2,0,4,1,3,0
26655,2,0,4,4,3,1,9,4,3,0
26656,4,6,12,4,2,1,9,1,0,0
26657,2,0,21,4,3,1,4,0,0,0
26658,3,6,22,4,3,1,3,0,3,0
26659,2,5,20,4,3,0,3,2,0,0
26660,1,1,2,4,3,1,3,0,2,0
26661,0,3,4,4,3,1,0,0,0,0
26662,0,5,1,4,2,1,1,0,0,0
26663,0,4,6,0,2,0,5,4,3,1
26664,4,6,12,4,3,1,9,0,3,0
26665,3,4,22,4,3,1,1,0,0,0
26666,4,0,10,4,3,1,0,0,0,0
26667,3,2,23,4,3,1,9,0,3,0
26668,1,3,8,4,3,1,9,0,0,0
26669,1,2,2,4,3,1,9,0,0,0
26670,3,2,23,0,3,1,3,0,3,0
26671,3,5,8,4,3,1,3,0,0,0
26672,4,1,21,4,3,1,3,0,0,0
26673,2,2,18,1,3,1,7,0,3,0
26674,4,0,1,4,2,1,3,0,0,0
26675,1,4,7,4,2,1,3,1,2,0
26676,4,6,8,2,3,1,3,0,3,0
26677,1,5,19,4,3,1,3,0,3,0
26678,3,4,5,4,2,1,3,2,3,0
26679,1,5,2,4,3,1,3,0,0,0
26680,2,1,1,0,3,1,8,0,0,0
26681,0,5,9,4,3,1,9,0,0,0
26682,1,0,23,4,3,1,3,0,3,0
26683,1,6,19,4,3,1,3,0,0,0
26684,4,3,4,4,2,1,4,0,0,0
26685,2,3,13,4,2,1,3,0,0,0
26686,3,3,20,4,3,1,3,4,0,0
26687,4,4,12,0,2,1,9,5,3,1
26688,2,2,7,0,3,1,3,0,3,0
26689,3,1,12,1,3,0,4,5,3,0
26690,4,0,6,4,3,1,3,0,0,0
26691,2,1,21,4,3,1,3,0,0,0
26692,4,0,8,3,3,1,3,0,3,0
26693,4,0,2,4,3,1,3,5,3,0
26694,4,1,3,4,3,0,3,0,1,1
26695,4,2,9,4,3,1,0,0,1,0
26696,1,2,9,4,3,1,9,0,0,0
26697,3,4,3,4,2,1,3,0,0,0
26698,0,6,6,4,3,1,2,0,3,1
26699,4,2,2,4,3,0,3,3,3,0
26700,3,5,21,0,3,1,3,1,3,0
26701,1,2,23,4,3,0,7,0,0,0
26702,1,5,4,4,3,0,0,0,0,0
26703,4,4,20,4,3,1,3,0,3,0
26704,0,4,4,4,3,0,3,0,3,0
26705,2,5,10,1,3,1,3,0,2,0
26706,3,6,22,4,3,0,3,0,3,0
26707,4,2,2,4,3,1,9,0,3,0
26708,4,5,21,1,3,0,4,1,3,1
26709,4,6,4,2,3,1,1,4,3,0
26710,0,2,15,4,2,1,3,3,3,0
26711,2,2,1,2,3,1,7,0,3,0
26712,0,0,7,4,3,1,7,0,3,0
26713,2,0,9,4,2,1,0,0,0,0
26714,3,2,23,4,2,1,3,0,3,0
26715,3,1,23,4,3,1,9,1,3,0
26716,1,6,1,4,2,0,9,0,3,0
26717,3,0,4,4,2,1,3,0,3,0
26718,4,4,5,4,3,1,4,0,3,0
26719,3,6,5,4,3,1,9,0,0,0
26720,4,3,4,4,3,1,3,0,0,0
26721,2,1,12,4,3,1,2,0,3,0
26722,0,1,10,4,3,1,3,0,3,0
26723,3,2,1,4,3,0,3,5,3,0
26724,4,3,19,4,3,1,7,0,3,0
26725,2,4,9,4,2,1,9,2,0,0
26726,3,6,5,4,3,1,3,0,0,0
26727,1,2,1,4,2,0,3,0,3,0
26728,4,0,23,4,3,1,7,0,3,0
26729,4,5,22,0,3,0,3,5,3,1
26730,1,0,4,4,3,1,3,4,0,0
26731,0,4,6,4,3,1,3,0,3,0
26732,3,5,3,4,3,0,3,0,2,0
26733,2,0,5,4,3,1,3,0,0,0
26734,0,2,9,4,3,1,0,0,3,0
26735,4,2,15,4,3,1,1,3,0,0
26736,3,0,6,4,2,1,9,0,0,0
26737,4,2,10,4,2,1,9,0,0,0
26738,3,0,12,4,3,1,0,0,3,0
26739,0,3,6,0,3,0,4,5,3,1
26740,0,0,8,4,3,1,3,2,0,0
26741,3,3,23,4,0,0,1,5,0,0
26742,2,5,2,4,3,1,9,0,0,0
26743,1,4,8,0,0,1,3,2,0,0
26744,3,3,9,4,3,1,3,0,0,0
26745,2,3,22,4,3,1,3,0,3,0
26746,1,1,21,4,3,0,3,2,0,0
26747,0,5,14,0,3,1,7,1,3,1
26748,2,2,23,4,2,1,4,0,3,0
26749,3,3,20,4,2,1,3,0,0,0
26750,4,2,1,4,3,1,1,3,0,0
26751,1,2,3,2,3,1,1,0,3,0
26752,1,4,17,4,2,1,3,3,0,0
26753,0,6,3,4,2,1,4,0,0,0
26754,1,3,22,4,3,1,1,0,3,0
26755,1,2,3,4,3,0,0,3,3,0
26756,1,2,18,4,3,1,0,0,0,0
26757,2,2,1,4,3,1,3,2,3,0
26758,3,6,7,4,3,0,3,0,0,0
26759,4,4,23,4,2,1,6,1,2,0
26760,0,6,20,4,3,1,3,1,3,0
26761,3,3,8,4,2,1,7,2,3,0
26762,2,2,20,4,3,0,3,3,0,0
26763,3,3,23,4,2,1,3,0,0,0
26764,3,3,9,4,3,1,1,0,2,0
26765,4,5,13,4,3,0,9,0,3,0
26766,2,4,2,4,3,1,9,1,0,0
26767,0,1,1,4,3,1,3,4,0,0
26768,0,5,4,4,0,1,3,4,0,0
26769,4,1,5,4,3,0,1,0,0,0
26770,2,0,21,4,3,1,9,0,3,0
26771,4,2,1,4,3,1,9,5,3,0
26772,1,1,22,4,3,0,3,0,3,0
26773,3,2,19,0,2,1,3,0,2,0
26774,3,6,5,4,2,0,1,0,0,0
26775,1,1,10,4,2,1,4,0,0,0
26776,2,3,8,2,2,1,3,5,0,0
26777,0,1,3,4,2,0,2,4,0,0
26778,0,0,12,4,3,1,3,3,3,0
26779,0,5,3,4,3,0,3,1,0,0
26780,0,3,4,4,3,1,6,4,0,0
26781,3,1,7,4,2,1,0,0,3,0
26782,1,4,22,4,3,1,3,0,0,0
26783,4,4,5,4,3,1,9,0,0,0
26784,3,1,21,4,3,1,4,0,3,0
26785,1,4,2,3,3,1,0,0,3,0
26786,3,3,7,4,2,1,3,0,0,0
26787,2,3,19,4,3,1,7,2,3,0
26788,1,3,8,4,2,0,1,0,3,0
26789,0,0,4,4,3,1,3,0,3,0
26790,2,1,6,4,3,0,1,5,0,0
26791,1,4,23,4,3,1,3,1,0,0
26792,0,3,1,4,3,1,3,0,0,0
26793,0,0,21,4,2,1,9,1,0,0
26794,3,2,20,4,2,1,9,0,3,0
26795,3,5,4,0,3,1,9,0,0,0
26796,0,4,4,4,3,1,3,0,3,0
26797,1,3,5,4,3,1,4,0,2,0
26798,4,6,5,0,0,1,3,0,0,0
26799,1,5,3,4,2,1,5,0,0,0
26800,0,0,1,4,0,1,3,0,0,0
26801,2,5,3,4,2,1,3,0,3,0
26802,0,0,2,0,3,1,3,0,2,0
26803,1,3,10,4,3,1,3,5,0,1
26804,0,6,13,0,2,0,3,3,0,0
26805,0,2,18,0,3,1,4,5,3,0
26806,1,2,1,4,3,0,3,0,3,0
26807,1,4,6,4,2,0,3,0,0,0
26808,1,2,13,4,2,1,4,0,0,0
26809,2,3,9,4,3,1,3,4,0,0
26810,1,6,2,4,3,0,4,0,0,0
26811,2,1,2,4,3,1,3,0,2,0
26812,3,1,9,4,3,1,1,1,0,0
26813,3,1,23,4,3,1,9,0,0,0
26814,1,4,23,4,3,0,4,0,3,0
26815,1,2,19,4,3,1,9,0,0,0
26816,0,2,7,4,3,1,9,0,3,0
26817,0,4,17,4,3,1,3,0,0,0
26818,2,2,23,4,0,1,9,0,0,0
26819,3,5,4,4,2,0,3,0,1,0
26820,0,1,9,4,3,0,9,5,0,0
26821,4,0,2,4,3,1,0,0,0,0
26822,2,2,2,4,3,1,9,0,2,0
26823,0,0,7,4,2,1,3,0,0,0
26824,2,0,3,4,3,0,4,5,3,0
26825,1,3,5,4,2,0,9,0,0,0
26826,4,3,3,0,3,1,3,1,3,0
26827,2,1,22,4,3,1,9,0,0,0
26828,4,0,3,4,3,1,9,3,0,0
26829,1,0,4,4,2,1,3,0,3,0
26830,4,5,23,4,2,1,6,3,3,0
26831,1,4,21,4,3,1,9,1,0,0
26832,4,1,23,4,3,1,9,0,3,0
26833,1,1,10,4,3,1,3,2,0,0
26834,1,6,13,4,3,0,9,0,3,0
26835,4,5,6,4,3,1,3,2,0,0
26836,1,1,8,4,3,1,3,5,3,0
26837,1,5,1,4,3,1,3,4,0,0
26838,0,3,21,4,3,1,7,0,3,0
26839,4,0,1,4,2,1,3,0,0,0
26840,3,6,2,4,3,0,3,1,2,0
26841,3,3,5,4,3,1,9,0,3,0
26842,1,3,21,4,3,1,4,0,2,0
26843,4,4,5,4,3,1,3,1,3,0
26844,3,0,13,4,3,1,9,0,0,0
26845,3,3,2,4,2,1,0,0,2,0
26846,4,3,19,4,3,0,3,0,0,0
26847,1,4,5,4,3,1,3,2,0,0
26848,0,4,10,4,2,1,7,0,3,0
26849,3,5,10,4,3,1,3,0,0,0
26850,2,4,8,4,2,1,0,4,3,0
26851,0,3,21,4,2,1,3,4,3,0
26852,1,5,20,4,3,1,9,5,3,0
26853,1,6,8,4,2,0,3,3,2,0
26854,2,1,5,2,3,1,3,5,3,0
26855,0,5,13,4,3,1,3,3,0,0
26856,4,5,17,4,3,1,3,0,0,0
26857,3,5,5,4,3,0,3,1,3,0
26858,1,6,12,4,3,1,9,0,3,0
26859,3,5,6,4,3,1,3,3,3,0
26860,1,3,2,4,3,1,9,0,0,0
26861,0,2,2,4,3,0,7,0,0,0
26862,3,2,2,4,2,0,3,5,0,0
26863,0,6,5,4,2,0,9,4,0,0
26864,2,5,4,1,3,0,5,0,3,0
26865,0,3,17,4,2,1,3,4,0,0
26866,0,2,5,4,2,1,1,0,3,0
26867,3,3,9,4,3,0,3,0,3,0
26868,1,3,9,4,2,1,1,2,3,0
26869,2,5,22,4,3,1,4,0,0,0
26870,2,1,14,4,2,1,3,0,3,0
26871,3,0,9,4,3,1,9,0,0,0
26872,1,6,18,0,3,0,9,3,0,0
26873,0,3,5,1,2,1,9,4,3,0
26874,3,5,23,4,2,1,9,4,0,0
26875,3,2,12,0,2,1,3,1,0,0
26876,4,4,15,4,3,1,3,1,3,0
26877,1,2,17,4,3,1,7,2,0,0
26878,1,2,2,4,3,1,3,0,0,0
26879,0,1,23,2,3,1,1,0,3,0
26880,4,3,3,4,3,0,5,5,0,0
26881,3,2,20,4,3,0,1,0,3,0
26882,1,1,7,4,3,1,9,0,3,0
26883,0,4,2,4,2,1,3,0,3,0
26884,4,0,18,4,2,1,9,5,3,0
26885,4,3,22,4,2,0,3,0,0,0
26886,4,3,22,4,2,1,3,3,0,0
26887,2,5,2,2,3,1,7,0,0,0
26888,2,2,6,0,2,1,9,0,0,0
26889,1,2,8,4,2,0,7,0,0,0
26890,0,4,21,4,3,1,1,0,0,0
26891,4,4,4,4,3,0,3,1,3,1
26892,4,1,6,4,3,1,1,0,0,0
26893,0,0,3,4,3,1,3,3,3,0
26894,3,4,23,4,2,1,9,0,0,0
26895,0,2,2,4,3,1,4,2,0,0
26896,3,4,8,4,3,1,9,0,2,0
26897,0,2,4,4,3,0,3,0,3,0
26898,4,3,9,1,3,0,9,5,3,0
26899,3,4,23,4,2,1,9,5,0,0
26900,3,5,5,4,2,0,3,0,3,0
26901,0,4,4,4,3,1,3,0,0,0
26902,3,6,4,4,3,1,9,0,0,0
26903,3,3,4,4,3,1,3,2,0,0
26904,3,4,1,4,3,1,3,0,3,0
26905,4,3,8,4,3,1,3,0,3,0
26906,3,0,5,4,3,1,1,0,0,0
26907,0,1,20,2,3,1,3,0,0,0
26908,3,1,8,4,2,1,9,0,3,0
26909,0,5,7,4,2,1,0,2,3,0
26910,4,5,5,0,2,0,3,0,0,0
26911,2,6,1,3,3,1,3,0,2,0
26912,2,6,6,4,3,1,3,3,0,0
26913,1,5,6,4,3,1,3,1,3,1
26914,3,4,14,4,3,1,0,0,3,0
26915,2,1,9,4,3,1,9,2,3,0
26916,4,5,5,0,3,1,3,4,3,0
26917,1,2,8,4,3,1,3,5,3,0
26918,1,0,1,4,3,1,4,0,0,0
26919,1,5,13,4,2,0,9,0,0,0
26920,4,4,4,4,2,1,0,0,0,0
26921,1,5,4,4,3,1,3,4,3,0
26922,0,1,6,4,3,1,9,0,2,0
26923,0,3,7,0,2,1,3,0,3,0
26924,4,3,21,0,2,1,9,0,3,0
26925,4,6,3,4,3,1,3,5,0,0
26926,1,3,12,4,2,1,3,3,0,0
26927,1,3,3,4,3,1,3,1,2,0
26928,3,1,1,4,2,1,3,0,3,0
26929,0,3,5,4,3,1,9,1,3,0
26930,0,6,4,4,3,1,0,4,0,0
26931,4,5,9,4,2,0,4,0,0,0
26932,4,2,8,4,3,1,3,5,2,0
26933,0,3,20,1,3,1,3,0,3,1
26934,2,3,22,4,3,1,1,0,3,0
26935,2,4,6,4,3,0,9,3,0,0
26936,1,6,18,0,3,0,3,0,3,0
26937,0,0,23,4,3,1,9,0,3,0
26938,0,6,7,2,2,1,3,0,3,1
26939,2,4,23,4,3,1,7,0,3,0
26940,3,2,3,4,3,1,3,1,0,0
26941,2,1,7,4,3,1,4,0,3,0
26942,0,5,5,4,0,1,8,1,3,0
26943,3,4,13,4,3,1,4,1,0,0
26944,4,3,2,4,3,0,0,0,0,0
26945,4,1,9,4,3,1,3,0,3,0
26946,1,4,7,4,2,0,3,0,2,0
26947,3,2,20,4,3,1,9,0,3,0
26948,2,3,23,4,2,0,3,0,3,0
26949,3,6,8,4,2,0,9,5,0,0
26950,4,1,6,4,2,1,0,0,0,0
26951,1,0,3,4,3,1,9,1,0,0
26952,0,4,6,1,2,1,4,1,3,0
26953,3,3,21,4,2,1,3,0,3,0
26954,3,1,1,4,3,1,3,3,2,0
26955,2,3,7,4,3,1,3,0,3,0
26956,0,2,6,4,3,1,3,4,0,0
26957,4,5,4,4,2,1,3,4,3,0
26958,0,3,8,4,3,1,3,2,3,0
26959,2,2,4,4,2,1,9,0,3,0
26960,3,3,22,4,2,1,0,5,3,0
26961,2,6,2,4,3,0,3,0,2,0
26962,2,4,5,1,3,0,3,0,3,0
26963,2,2,6,4,3,1,3,4,2,0
26964,1,6,6,4,3,1,9,0,3,0
26965,4,3,7,4,2,1,6,0,0,0
26966,2,4,3,4,3,1,9,0,3,0
26967,2,0,7,4,2,0,3,0,3,0
26968,4,1,15,4,3,1,3,4,3,0
26969,1,1,3,4,3,1,3,0,0,0
26970,2,6,19,4,3,1,7,4,0,0
26971,0,6,2,4,3,1,4,0,2,0
26972,2,4,3,4,2,1,3,0,3,0
26973,1,0,23,4,3,1,3,0,3,0
26974,3,4,4,4,3,1,7,0,0,0
26975,2,4,23,4,2,1,3,3,2,0
26976,4,3,6,4,3,1,3,4,0,0
26977,2,3,4,4,3,1,9,0,0,0
26978,0,1,3,4,2,1,9,0,3,0
26979,2,2,2,4,3,1,3,0,0,0
26980,1,6,10,4,3,1,7,1,3,0
26981,4,3,2,4,3,1,9,4,3,0
26982,4,3,23,4,3,1,9,0,3,0
26983,4,6,21,4,3,1,9,0,3,0
26984,4,6,8,4,2,1,9,0,3,0
26985,0,1,6,0,2,1,3,0,0,0
26986,2,0,7,4,2,1,4,0,2,0
26987,0,2,23,4,3,0,3,5,0,0
26988,0,2,4,4,3,1,3,0,3,0
26989,1,5,22,4,3,1,9,0,0,0
26990,2,4,1,4,2,1,9,3,3,0
26991,0,5,20,4,2,1,9,0,3,0
26992,2,6,19,4,0,1,3,0,0,0
26993,1,2,4,2,3,1,3,0,1,1
26994,1,6,20,4,3,1,3,0,0,0
26995,4,0,9,4,3,0,8,0,0,0
26996,4,6,10,4,3,0,3,5,3,0
26997,4,6,23,4,2,0,3,0,2,0
26998,3,6,4,0,3,1,3,0,3,0
26999,3,2,6,4,2,1,3,0,0,0
27000,3,1,23,4,3,1,3,4,0,0
27001,4,0,3,0,3,1,3,0,2,0
27002,0,2,6,4,3,1,3,0,0,0
27003,2,6,2,1,2,0,3,2,0,0
27004,2,4,4,4,3,1,0,3,0,0
27005,1,2,1,0,2,0,3,0,0,1
27006,1,6,13,4,2,1,4,2,3,0
27007,2,0,4,4,2,1,7,0,0,0
27008,4,5,4,4,2,1,9,4,3,0
27009,2,6,4,4,2,1,9,0,0,0
27010,3,0,8,4,2,1,3,0,3,0
27011,0,0,4,4,3,1,3,2,0,0
27012,0,4,2,4,3,0,3,3,0,0
27013,3,4,20,4,3,1,3,0,3,0
27014,3,1,8,4,3,1,3,0,0,0
27015,0,4,2,4,2,1,4,0,0,0
27016,0,2,8,4,3,0,0,5,0,0
27017,3,0,21,0,2,1,3,5,0,0
27018,3,1,18,4,3,0,3,0,0,0
27019,2,3,7,4,3,1,9,5,0,0
27020,4,4,5,1,2,1,4,3,3,0
27021,3,3,17,4,3,1,1,0,3,0
27022,3,4,1,0,3,1,4,0,3,0
27023,2,2,4,4,2,1,3,1,0,0
27024,2,2,5,4,2,1,7,0,3,0
27025,3,3,20,4,3,1,2,0,3,0
27026,1,6,23,4,3,1,7,0,2,0
27027,2,4,10,4,3,1,1,3,3,0
27028,4,6,2,4,3,1,9,0,3,0
27029,1,5,2,0,3,1,3,4,0,0
27030,3,1,23,4,3,1,7,0,0,0
27031,3,0,5,4,2,1,3,1,0,0
27032,4,6,6,4,2,1,2,2,0,0
27033,0,1,6,4,3,1,3,0,3,0
27034,3,2,1,2,3,1,3,3,3,0
27035,1,6,5,4,3,1,3,0,3,0
27036,2,0,3,4,2,0,9,0,0,0
27037,2,1,17,4,3,0,9,0,2,1
27038,2,6,1,4,3,1,3,0,3,0
27039,0,3,22,4,3,0,1,3,3,0
27040,3,3,20,4,3,1,3,2,0,0
27041,0,6,19,4,3,1,7,3,3,0
27042,4,6,5,3,3,1,1,0,0,0
27043,3,2,5,4,3,1,9,5,0,0
27044,0,4,21,4,3,1,9,2,2,0
27045,2,4,9,4,2,0,8,5,3,1
27046,1,5,9,4,2,1,1,0,3,0
27047,3,6,3,4,3,0,3,0,0,0
27048,3,4,13,0,3,1,3,3,0,0
27049,0,2,22,4,2,1,0,4,3,0
27050,1,0,20,4,2,1,3,4,0,0
27051,1,5,23,4,3,1,3,1,0,0
27052,1,0,20,4,3,1,1,0,3,0
27053,1,3,7,4,2,1,9,0,0,0
27054,3,6,21,4,2,0,3,0,3,0
27055,4,1,21,4,3,1,9,0,3,0
27056,1,6,2,4,2,0,7,3,0,0
27057,4,0,23,4,3,1,3,5,3,0
27058,3,2,9,4,2,1,7,4,2,0
27059,2,3,23,4,2,1,9,1,1,0
27060,1,2,23,2,3,0,7,3,3,0
27061,4,0,21,4,2,1,5,4,0,0
27062,4,5,2,0,3,1,9,4,0,0
27063,4,1,7,4,3,1,3,0,3,0
